label,term,year,n_records
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1955,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1956,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1957,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1958,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1959,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1960,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1961,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1962,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1963,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1964,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1965,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1966,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1967,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1968,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1969,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1970,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1971,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1972,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1973,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1974,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1975,4
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1976,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1977,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1978,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1979,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1980,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1981,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1982,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1983,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1984,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1985,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1986,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1987,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1988,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1989,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1990,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1991,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1992,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1993,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1994,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1995,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1996,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1997,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1998,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",1999,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2000,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2001,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2002,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2003,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2004,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2005,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2006,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2007,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2008,4
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2009,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2010,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2011,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2012,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2013,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2014,3
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2015,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2016,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2017,4
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2018,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2019,2
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2020,4
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2021,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2022,0
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2023,1
T3_hottentot,"Hottentot OR Hottentots OR ""Hottentot Venus"" OR ""Hottentot apron""",2024,3
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1950,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1951,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1952,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1953,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1954,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1955,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1956,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1957,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1958,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1959,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1960,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1961,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1962,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1963,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1964,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1965,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1966,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1967,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1968,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1969,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1970,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1971,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1972,1
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1973,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1974,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1975,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1976,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1977,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1978,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1979,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1980,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1981,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1982,1
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1983,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1984,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1985,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1986,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1987,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1988,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1989,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1990,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1991,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1992,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1993,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1994,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1995,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1996,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1997,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1998,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",1999,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2000,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2001,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2002,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2003,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2004,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2005,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2006,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2007,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2008,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2009,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2010,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2011,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2012,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2013,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2014,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2015,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2016,1
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2017,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2018,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2019,1
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2020,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2021,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2022,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2023,0
T3_savage_primitive,"""primitive race"" OR ""primitive races"" OR ""savage races"" OR ""savage tribe"" OR ""savage tribes""",2024,0
T3_kaffir,kaffir OR kaffirs,1950,0
T3_kaffir,kaffir OR kaffirs,1951,0
T3_kaffir,kaffir OR kaffirs,1952,0
T3_kaffir,kaffir OR kaffirs,1953,0
T3_kaffir,kaffir OR kaffirs,1954,0
T3_kaffir,kaffir OR kaffirs,1955,0
T3_kaffir,kaffir OR kaffirs,1956,0
T3_kaffir,kaffir OR kaffirs,1957,0
T3_kaffir,kaffir OR kaffirs,1958,0
T3_kaffir,kaffir OR kaffirs,1959,0
T3_kaffir,kaffir OR kaffirs,1960,1
T3_kaffir,kaffir OR kaffirs,1961,0
T3_kaffir,kaffir OR kaffirs,1962,0
T3_kaffir,kaffir OR kaffirs,1963,0
T3_kaffir,kaffir OR kaffirs,1964,0
T3_kaffir,kaffir OR kaffirs,1965,0
T3_kaffir,kaffir OR kaffirs,1966,0
T3_kaffir,kaffir OR kaffirs,1967,0
T3_kaffir,kaffir OR kaffirs,1968,0
T3_kaffir,kaffir OR kaffirs,1969,0
T3_kaffir,kaffir OR kaffirs,1970,0
T3_kaffir,kaffir OR kaffirs,1971,0
T3_kaffir,kaffir OR kaffirs,1972,0
T3_kaffir,kaffir OR kaffirs,1973,0
T3_kaffir,kaffir OR kaffirs,1974,0
T3_kaffir,kaffir OR kaffirs,1975,0
T3_kaffir,kaffir OR kaffirs,1976,0
T3_kaffir,kaffir OR kaffirs,1977,0
T3_kaffir,kaffir OR kaffirs,1978,0
T3_kaffir,kaffir OR kaffirs,1979,0
T3_kaffir,kaffir OR kaffirs,1980,0
T3_kaffir,kaffir OR kaffirs,1981,0
T3_kaffir,kaffir OR kaffirs,1982,0
T3_kaffir,kaffir OR kaffirs,1983,0
T3_kaffir,kaffir OR kaffirs,1984,0
T3_kaffir,kaffir OR kaffirs,1985,0
T3_kaffir,kaffir OR kaffirs,1986,0
T3_kaffir,kaffir OR kaffirs,1987,0
T3_kaffir,kaffir OR kaffirs,1988,0
T3_kaffir,kaffir OR kaffirs,1989,0
T3_kaffir,kaffir OR kaffirs,1990,0
T3_kaffir,kaffir OR kaffirs,1991,0
T3_kaffir,kaffir OR kaffirs,1992,0
T3_kaffir,kaffir OR kaffirs,1993,0
T3_kaffir,kaffir OR kaffirs,1994,0
T3_kaffir,kaffir OR kaffirs,1995,0
T3_kaffir,kaffir OR kaffirs,1996,0
T3_kaffir,kaffir OR kaffirs,1997,0
T3_kaffir,kaffir OR kaffirs,1998,0
T3_kaffir,kaffir OR kaffirs,1999,0
T3_kaffir,kaffir OR kaffirs,2000,0
T3_kaffir,kaffir OR kaffirs,2001,1
T3_kaffir,kaffir OR kaffirs,2002,0
T3_kaffir,kaffir OR kaffirs,2003,0
T3_kaffir,kaffir OR kaffirs,2004,0
T3_kaffir,kaffir OR kaffirs,2005,0
T3_kaffir,kaffir OR kaffirs,2006,0
T3_kaffir,kaffir OR kaffirs,2007,0
T3_kaffir,kaffir OR kaffirs,2008,0
T3_kaffir,kaffir OR kaffirs,2009,1
T3_kaffir,kaffir OR kaffirs,2010,2
T3_kaffir,kaffir OR kaffirs,2011,1
T3_kaffir,kaffir OR kaffirs,2012,2
T3_kaffir,kaffir OR kaffirs,2013,2
T3_kaffir,kaffir OR kaffirs,2014,1
T3_kaffir,kaffir OR kaffirs,2015,1
T3_kaffir,kaffir OR kaffirs,2016,3
T3_kaffir,kaffir OR kaffirs,2017,8
T3_kaffir,kaffir OR kaffirs,2018,3
T3_kaffir,kaffir OR kaffirs,2019,3
T3_kaffir,kaffir OR kaffirs,2020,5
T3_kaffir,kaffir OR kaffirs,2021,3
T3_kaffir,kaffir OR kaffirs,2022,3
T3_kaffir,kaffir OR kaffirs,2023,9
T3_kaffir,kaffir OR kaffirs,2024,4
T3_darky,darky OR darkey OR darkies,1950,0
T3_darky,darky OR darkey OR darkies,1951,0
T3_darky,darky OR darkey OR darkies,1952,0
T3_darky,darky OR darkey OR darkies,1953,0
T3_darky,darky OR darkey OR darkies,1954,0
T3_darky,darky OR darkey OR darkies,1955,0
T3_darky,darky OR darkey OR darkies,1956,0
T3_darky,darky OR darkey OR darkies,1957,0
T3_darky,darky OR darkey OR darkies,1958,0
T3_darky,darky OR darkey OR darkies,1959,0
T3_darky,darky OR darkey OR darkies,1960,0
T3_darky,darky OR darkey OR darkies,1961,0
T3_darky,darky OR darkey OR darkies,1962,0
T3_darky,darky OR darkey OR darkies,1963,0
T3_darky,darky OR darkey OR darkies,1964,0
T3_darky,darky OR darkey OR darkies,1965,0
T3_darky,darky OR darkey OR darkies,1966,0
T3_darky,darky OR darkey OR darkies,1967,0
T3_darky,darky OR darkey OR darkies,1968,0
T3_darky,darky OR darkey OR darkies,1969,0
T3_darky,darky OR darkey OR darkies,1970,0
T3_darky,darky OR darkey OR darkies,1971,0
T3_darky,darky OR darkey OR darkies,1972,0
T3_darky,darky OR darkey OR darkies,1973,0
T3_darky,darky OR darkey OR darkies,1974,0
T3_darky,darky OR darkey OR darkies,1975,0
T3_darky,darky OR darkey OR darkies,1976,0
T3_darky,darky OR darkey OR darkies,1977,0
