ngram,year,frequency,shift,side
posttraumatic stress disorder,1991,1.695769370202438e-07,1980s_ptsd,new
posttraumatic stress disorder,1992,2.163832959201084e-07,1980s_ptsd,new
posttraumatic stress disorder,1993,2.799396249530961e-07,1980s_ptsd,new
posttraumatic stress disorder,1994,3.2828605322360316e-07,1980s_ptsd,new
posttraumatic stress disorder,1995,3.6689104814663365e-07,1980s_ptsd,new
posttraumatic stress disorder,1996,4.5630589320944104e-07,1980s_ptsd,new
posttraumatic stress disorder,1997,5.676126907903922e-07,1980s_ptsd,new
posttraumatic stress disorder,1998,5.76221453104514e-07,1980s_ptsd,new
posttraumatic stress disorder,1999,5.230188487720389e-07,1980s_ptsd,new
posttraumatic stress disorder,2000,5.154262001649812e-07,1980s_ptsd,new
posttraumatic stress disorder,2001,6.136241310940316e-07,1980s_ptsd,new
posttraumatic stress disorder,2002,6.501114118082074e-07,1980s_ptsd,new
posttraumatic stress disorder,2003,6.578081103297828e-07,1980s_ptsd,new
posttraumatic stress disorder,2004,7.62328501765358e-07,1980s_ptsd,new
posttraumatic stress disorder,2005,7.977832179942301e-07,1980s_ptsd,new
posttraumatic stress disorder,2006,8.443973700811291e-07,1980s_ptsd,new
posttraumatic stress disorder,2007,9.199903816328736e-07,1980s_ptsd,new
posttraumatic stress disorder,2008,1.0132502597098858e-06,1980s_ptsd,new
posttraumatic stress disorder,2009,9.796191350677774e-07,1980s_ptsd,new
posttraumatic stress disorder,2010,9.685954405341812e-07,1980s_ptsd,new
posttraumatic stress disorder,2011,9.75939603027609e-07,1980s_ptsd,new
posttraumatic stress disorder,2012,1.149374966270475e-06,1980s_ptsd,new
posttraumatic stress disorder,2013,9.006407874073696e-07,1980s_ptsd,new
posttraumatic stress disorder,2014,1.025988332389871e-06,1980s_ptsd,new
posttraumatic stress disorder,2015,1.1766536449631104e-06,1980s_ptsd,new
posttraumatic stress disorder,2016,1.0722111625990904e-06,1980s_ptsd,new
posttraumatic stress disorder,2017,9.448627297167778e-07,1980s_ptsd,new
posttraumatic stress disorder,2018,9.596050320713478e-07,1980s_ptsd,new
posttraumatic stress disorder,2019,8.594966338648646e-07,1980s_ptsd,new
multiple personality disorder,1900,0.0,1990s_did,old
multiple personality disorder,1901,0.0,1990s_did,old
multiple personality disorder,1902,0.0,1990s_did,old
multiple personality disorder,1903,0.0,1990s_did,old
multiple personality disorder,1904,0.0,1990s_did,old
multiple personality disorder,1905,0.0,1990s_did,old
multiple personality disorder,1906,0.0,1990s_did,old
multiple personality disorder,1907,0.0,1990s_did,old
multiple personality disorder,1908,0.0,1990s_did,old
multiple personality disorder,1909,0.0,1990s_did,old
multiple personality disorder,1910,0.0,1990s_did,old
multiple personality disorder,1911,0.0,1990s_did,old
multiple personality disorder,1912,0.0,1990s_did,old
multiple personality disorder,1913,0.0,1990s_did,old
multiple personality disorder,1914,9.784552335023733e-11,1990s_did,old
multiple personality disorder,1915,0.0,1990s_did,old
multiple personality disorder,1916,2.001708659937762e-10,1990s_did,old
multiple personality disorder,1917,0.0,1990s_did,old
multiple personality disorder,1918,0.0,1990s_did,old
multiple personality disorder,1919,0.0,1990s_did,old
multiple personality disorder,1920,0.0,1990s_did,old
multiple personality disorder,1921,2.0232996611468934e-08,1990s_did,old
multiple personality disorder,1922,0.0,1990s_did,old
multiple personality disorder,1923,0.0,1990s_did,old
multiple personality disorder,1924,0.0,1990s_did,old
multiple personality disorder,1925,1.6905907229691763e-10,1990s_did,old
multiple personality disorder,1926,0.0,1990s_did,old
multiple personality disorder,1927,0.0,1990s_did,old
multiple personality disorder,1928,0.0,1990s_did,old
multiple personality disorder,1929,0.0,1990s_did,old
multiple personality disorder,1930,0.0,1990s_did,old
multiple personality disorder,1931,0.0,1990s_did,old
multiple personality disorder,1932,0.0,1990s_did,old
multiple personality disorder,1933,0.0,1990s_did,old
multiple personality disorder,1934,0.0,1990s_did,old
multiple personality disorder,1935,1.6550272263771149e-10,1990s_did,old
multiple personality disorder,1936,3.2434022134708584e-10,1990s_did,old
multiple personality disorder,1937,0.0,1990s_did,old
multiple personality disorder,1938,4.666689812360403e-10,1990s_did,old
multiple personality disorder,1939,1.4656202640406235e-10,1990s_did,old
multiple personality disorder,1940,1.5709691880694265e-10,1990s_did,old
multiple personality disorder,1941,1.5226575555971067e-10,1990s_did,old
multiple personality disorder,1942,1.742581773322982e-10,1990s_did,old
multiple personality disorder,1943,0.0,1990s_did,old
multiple personality disorder,1944,0.0,1990s_did,old
multiple personality disorder,1945,0.0,1990s_did,old
multiple personality disorder,1946,0.0,1990s_did,old
multiple personality disorder,1947,4.581574364337371e-08,1990s_did,old
multiple personality disorder,1948,1.9707891707465564e-09,1990s_did,old
multiple personality disorder,1949,9.266938327812113e-10,1990s_did,old
multiple personality disorder,1950,1.7384825246047342e-09,1990s_did,old
multiple personality disorder,1951,2.3939999982403037e-10,1990s_did,old
multiple personality disorder,1952,1.1904313645949571e-10,1990s_did,old
multiple personality disorder,1953,3.553194821703798e-10,1990s_did,old
multiple personality disorder,1954,2.3168737761647407e-10,1990s_did,old
multiple personality disorder,1955,0.0,1990s_did,old
multiple personality disorder,1956,0.0,1990s_did,old
multiple personality disorder,1957,1.0161169128330982e-10,1990s_did,old
multiple personality disorder,1958,0.0,1990s_did,old
multiple personality disorder,1959,0.0,1990s_did,old
multiple personality disorder,1960,6.244425532209164e-10,1990s_did,old
multiple personality disorder,1961,8.33126553856367e-11,1990s_did,old
multiple personality disorder,1962,0.0,1990s_did,old
multiple personality disorder,1963,7.41150266159174e-11,1990s_did,old
multiple personality disorder,1964,7.878898367064124e-10,1990s_did,old
multiple personality disorder,1965,7.141229274587602e-11,1990s_did,old
multiple personality disorder,1966,2.0798099353847022e-10,1990s_did,old
multiple personality disorder,1967,2.5181268181739824e-10,1990s_did,old
multiple personality disorder,1968,3.0852786991886205e-10,1990s_did,old
multiple personality disorder,1969,3.0775748616207466e-10,1990s_did,old
multiple personality disorder,1970,0.0,1990s_did,old
multiple personality disorder,1971,5.57962107072818e-10,1990s_did,old
multiple personality disorder,1972,7.54058371299493e-10,1990s_did,old
multiple personality disorder,1973,2.4554624999950647e-10,1990s_did,old
multiple personality disorder,1974,6.265630236867992e-10,1990s_did,old
multiple personality disorder,1975,1.947779715294473e-09,1990s_did,old
multiple personality disorder,1976,1.6178029541014105e-09,1990s_did,old
multiple personality disorder,1977,2.2813008426769699e-10,1990s_did,old
multiple personality disorder,1978,1.7029949880842388e-09,1990s_did,old
multiple personality disorder,1979,2.812750900249572e-10,1990s_did,old
multiple personality disorder,1980,7.865882806212809e-10,1990s_did,old
multiple personality disorder,1981,1.8849435415302374e-09,1990s_did,old
multiple personality disorder,1982,2.5033319028811007e-09,1990s_did,old
multiple personality disorder,1983,6.692650884876361e-09,1990s_did,old
multiple personality disorder,1984,1.3565781609159444e-08,1990s_did,old
multiple personality disorder,1985,6.370921235010485e-08,1990s_did,old
multiple personality disorder,1986,2.6426945076707398e-08,1990s_did,old
multiple personality disorder,1987,4.003133158292371e-08,1990s_did,old
multiple personality disorder,1988,5.175257222767016e-08,1990s_did,old
multiple personality disorder,1989,7.428078618865186e-08,1990s_did,old
multiple personality disorder,1990,1.2910825086809297e-07,1990s_did,old
multiple personality disorder,1991,1.5375946271767305e-07,1990s_did,old
multiple personality disorder,1992,1.2874968857018443e-07,1990s_did,old
multiple personality disorder,1993,2.2331791212082397e-07,1990s_did,old
multiple personality disorder,1994,2.0647211140811805e-07,1990s_did,old
multiple personality disorder,1995,2.10657284775706e-07,1990s_did,old
multiple personality disorder,1996,2.3595343015547776e-07,1990s_did,old
multiple personality disorder,1997,2.1472684430534628e-07,1990s_did,old
multiple personality disorder,1998,1.756205612948869e-07,1990s_did,old
multiple personality disorder,1999,1.472534506621881e-07,1990s_did,old
multiple personality disorder,2000,1.4649378726749873e-07,1990s_did,old
multiple personality disorder,2001,1.4369935187608096e-07,1990s_did,old
multiple personality disorder,2002,1.5006658719840527e-07,1990s_did,old
multiple personality disorder,2003,1.2437945370522008e-07,1990s_did,old
multiple personality disorder,2004,1.283858160963658e-07,1990s_did,old
multiple personality disorder,2005,1.1172496981737279e-07,1990s_did,old
multiple personality disorder,2006,1.0257987406725455e-07,1990s_did,old
multiple personality disorder,2007,1.1046384204224657e-07,1990s_did,old
multiple personality disorder,2008,1.0882710150400543e-07,1990s_did,old
multiple personality disorder,2009,1.3354840192048023e-07,1990s_did,old
multiple personality disorder,2010,1.3927246311773445e-07,1990s_did,old
multiple personality disorder,2011,1.2414989530862286e-07,1990s_did,old
multiple personality disorder,2012,1.1877668754101123e-07,1990s_did,old
multiple personality disorder,2013,1.6475066709487063e-07,1990s_did,old
multiple personality disorder,2014,1.3690893507084523e-07,1990s_did,old
multiple personality disorder,2015,1.026427407374575e-07,1990s_did,old
multiple personality disorder,2016,9.929892525947781e-08,1990s_did,old
multiple personality disorder,2017,7.532278756272603e-08,1990s_did,old
multiple personality disorder,2018,7.983086832558106e-08,1990s_did,old
multiple personality disorder,2019,7.083980158029135e-08,1990s_did,old
multiple personality,1900,7.16493911423477e-09,1990s_did,old
multiple personality,1901,1.1871225960580212e-08,1990s_did,old
multiple personality,1902,1.2106656011035e-08,1990s_did,old
multiple personality,1903,2.3547871208506876e-08,1990s_did,old
multiple personality,1904,6.380932360272595e-08,1990s_did,old
multiple personality,1905,9.739979311973457e-08,1990s_did,old
multiple personality,1906,6.947211469293668e-08,1990s_did,old
multiple personality,1907,7.649588695812781e-08,1990s_did,old
multiple personality,1908,7.678560717816474e-08,1990s_did,old
multiple personality,1909,5.579125661459017e-08,1990s_did,old
multiple personality,1910,4.100019366376495e-08,1990s_did,old
multiple personality,1911,5.528150626155082e-08,1990s_did,old
multiple personality,1912,4.5327142483841953e-08,1990s_did,old
multiple personality,1913,8.385219507633934e-08,1990s_did,old
multiple personality,1914,7.950509617327128e-08,1990s_did,old
multiple personality,1915,5.5287332934028655e-08,1990s_did,old
multiple personality,1916,7.270194379849215e-08,1990s_did,old
multiple personality,1917,8.884834867828317e-08,1990s_did,old
multiple personality,1918,6.371414412731369e-08,1990s_did,old
multiple personality,1919,7.610193764051587e-08,1990s_did,old
multiple personality,1920,8.6773352947489e-08,1990s_did,old
multiple personality,1921,1.292879571318517e-07,1990s_did,old
multiple personality,1922,8.286666286494437e-08,1990s_did,old
multiple personality,1923,6.29019059061875e-08,1990s_did,old
multiple personality,1924,6.182526146591982e-08,1990s_did,old
multiple personality,1925,6.06593334590011e-08,1990s_did,old
multiple personality,1926,9.469079290114202e-08,1990s_did,old
multiple personality,1927,7.451481903730794e-08,1990s_did,old
multiple personality,1928,6.039702785121115e-08,1990s_did,old
multiple personality,1929,7.49465615124123e-08,1990s_did,old
multiple personality,1930,4.277038340161354e-08,1990s_did,old
multiple personality,1931,5.197054431249626e-08,1990s_did,old
multiple personality,1932,5.61456975356478e-08,1990s_did,old
multiple personality,1933,3.910223980718719e-08,1990s_did,old
multiple personality,1934,5.8266383495819696e-08,1990s_did,old
multiple personality,1935,4.387443386377754e-08,1990s_did,old
multiple personality,1936,3.38918074715977e-08,1990s_did,old
multiple personality,1937,5.243432288359884e-08,1990s_did,old
multiple personality,1938,3.502884531048078e-08,1990s_did,old
multiple personality,1939,3.7460328297656e-08,1990s_did,old
multiple personality,1940,3.6853087914678895e-08,1990s_did,old
multiple personality,1941,2.7191406681836838e-08,1990s_did,old
multiple personality,1942,4.8198100177643255e-08,1990s_did,old
multiple personality,1943,2.5402639325378118e-08,1990s_did,old
multiple personality,1944,4.185128188449738e-08,1990s_did,old
multiple personality,1945,2.9693074568570843e-08,1990s_did,old
multiple personality,1946,2.399308440814707e-08,1990s_did,old
multiple personality,1947,1.3747571148137183e-07,1990s_did,old
multiple personality,1948,2.3604948051758612e-08,1990s_did,old
multiple personality,1949,3.017772798319385e-08,1990s_did,old
multiple personality,1950,4.639251360849528e-08,1990s_did,old
multiple personality,1951,4.6529924066507355e-08,1990s_did,old
multiple personality,1952,4.051945950989122e-08,1990s_did,old
multiple personality,1953,3.433730474955432e-08,1990s_did,old
multiple personality,1954,3.227496186974932e-08,1990s_did,old
multiple personality,1955,3.0373961040774944e-08,1990s_did,old
multiple personality,1956,4.0197411114994974e-08,1990s_did,old
multiple personality,1957,5.536331153244145e-08,1990s_did,old
multiple personality,1958,3.463861275587732e-08,1990s_did,old
multiple personality,1959,4.951674270614603e-08,1990s_did,old
multiple personality,1960,3.2924973025760806e-08,1990s_did,old
multiple personality,1961,3.8121910794775005e-08,1990s_did,old
multiple personality,1962,3.746760846023989e-08,1990s_did,old
multiple personality,1963,3.4476642318814754e-08,1990s_did,old
multiple personality,1964,5.613316800268109e-08,1990s_did,old
multiple personality,1965,3.573721485405912e-08,1990s_did,old
multiple personality,1966,3.285741695391309e-08,1990s_did,old
multiple personality,1967,3.326057212982292e-08,1990s_did,old
multiple personality,1968,4.1045105647619096e-08,1990s_did,old
multiple personality,1969,3.5334398129638345e-08,1990s_did,old
multiple personality,1970,4.1719006471652165e-08,1990s_did,old
multiple personality,1971,3.435005913043909e-08,1990s_did,old
multiple personality,1972,3.667255423639437e-08,1990s_did,old
multiple personality,1973,5.123537993867444e-08,1990s_did,old
multiple personality,1974,4.98079661681583e-08,1990s_did,old
multiple personality,1975,5.632971289415423e-08,1990s_did,old
multiple personality,1976,4.2791553966914364e-08,1990s_did,old
multiple personality,1977,5.617744680552761e-08,1990s_did,old
multiple personality,1978,6.272170471194327e-08,1990s_did,old
multiple personality,1979,4.537586240083158e-08,1990s_did,old
multiple personality,1980,7.59026724805878e-08,1990s_did,old
multiple personality,1981,7.595666235218901e-08,1990s_did,old
multiple personality,1982,9.128874944863696e-08,1990s_did,old
multiple personality,1983,9.726764083062278e-08,1990s_did,old
multiple personality,1984,1.1217267373991868e-07,1990s_did,old
multiple personality,1985,2.009163222460586e-07,1990s_did,old
multiple personality,1986,2.073094565076261e-07,1990s_did,old
multiple personality,1987,1.616100084832206e-07,1990s_did,old
multiple personality,1988,1.6775454110204424e-07,1990s_did,old
multiple personality,1989,2.405384047499126e-07,1990s_did,old
multiple personality,1990,2.6432328364967006e-07,1990s_did,old
multiple personality,1991,3.568617196053614e-07,1990s_did,old
multiple personality,1992,2.535785624119269e-07,1990s_did,old
multiple personality,1993,3.869297927130977e-07,1990s_did,old
multiple personality,1994,3.8176059158345765e-07,1990s_did,old
multiple personality,1995,3.700539272788461e-07,1990s_did,old
multiple personality,1996,4.0133244138748636e-07,1990s_did,old
multiple personality,1997,3.6461467652765256e-07,1990s_did,old
multiple personality,1998,3.521225615532586e-07,1990s_did,old
multiple personality,1999,2.6906893587502756e-07,1990s_did,old
multiple personality,2000,2.848104474276192e-07,1990s_did,old
multiple personality,2001,2.4946836996858623e-07,1990s_did,old
multiple personality,2002,2.7132938779095284e-07,1990s_did,old
multiple personality,2003,2.3298159230328297e-07,1990s_did,old
multiple personality,2004,2.2671066525481454e-07,1990s_did,old
multiple personality,2005,2.0257515775945478e-07,1990s_did,old
multiple personality,2006,1.9951418801789078e-07,1990s_did,old
multiple personality,2007,2.0285766285169093e-07,1990s_did,old
multiple personality,2008,1.9439523324393804e-07,1990s_did,old
multiple personality,2009,2.377260800712211e-07,1990s_did,old
multiple personality,2010,2.445810641932278e-07,1990s_did,old
multiple personality,2011,2.067088550605778e-07,1990s_did,old
multiple personality,2012,1.9431000760142259e-07,1990s_did,old
multiple personality,2013,3.042527846504328e-07,1990s_did,old
multiple personality,2014,2.5294931870270543e-07,1990s_did,old
multiple personality,2015,1.710905944141139e-07,1990s_did,old
multiple personality,2016,1.7290102738432012e-07,1990s_did,old
multiple personality,2017,1.3647088847879019e-07,1990s_did,old
multiple personality,2018,1.5567432108676282e-07,1990s_did,old
multiple personality,2019,1.164786885450575e-07,1990s_did,old
dissociative identity disorder,1900,0.0,1990s_did,new
dissociative identity disorder,1901,0.0,1990s_did,new
dissociative identity disorder,1902,0.0,1990s_did,new
dissociative identity disorder,1903,0.0,1990s_did,new
dissociative identity disorder,1904,0.0,1990s_did,new
dissociative identity disorder,1905,0.0,1990s_did,new
dissociative identity disorder,1906,0.0,1990s_did,new
dissociative identity disorder,1907,0.0,1990s_did,new
dissociative identity disorder,1908,0.0,1990s_did,new
dissociative identity disorder,1909,0.0,1990s_did,new
dissociative identity disorder,1910,0.0,1990s_did,new
dissociative identity disorder,1911,0.0,1990s_did,new
dissociative identity disorder,1912,0.0,1990s_did,new
dissociative identity disorder,1913,0.0,1990s_did,new
dissociative identity disorder,1914,9.784552335023733e-11,1990s_did,new
dissociative identity disorder,1915,0.0,1990s_did,new
dissociative identity disorder,1916,0.0,1990s_did,new
dissociative identity disorder,1917,0.0,1990s_did,new
dissociative identity disorder,1918,0.0,1990s_did,new
dissociative identity disorder,1919,0.0,1990s_did,new
dissociative identity disorder,1920,0.0,1990s_did,new
dissociative identity disorder,1921,0.0,1990s_did,new
dissociative identity disorder,1922,0.0,1990s_did,new
dissociative identity disorder,1923,0.0,1990s_did,new
dissociative identity disorder,1924,0.0,1990s_did,new
dissociative identity disorder,1925,0.0,1990s_did,new
dissociative identity disorder,1926,0.0,1990s_did,new
dissociative identity disorder,1927,0.0,1990s_did,new
dissociative identity disorder,1928,0.0,1990s_did,new
dissociative identity disorder,1929,0.0,1990s_did,new
dissociative identity disorder,1930,0.0,1990s_did,new
dissociative identity disorder,1931,0.0,1990s_did,new
dissociative identity disorder,1932,0.0,1990s_did,new
dissociative identity disorder,1933,0.0,1990s_did,new
dissociative identity disorder,1934,0.0,1990s_did,new
dissociative identity disorder,1935,0.0,1990s_did,new
dissociative identity disorder,1936,0.0,1990s_did,new
dissociative identity disorder,1937,0.0,1990s_did,new
dissociative identity disorder,1938,0.0,1990s_did,new
dissociative identity disorder,1939,0.0,1990s_did,new
dissociative identity disorder,1940,1.5709691880694265e-10,1990s_did,new
dissociative identity disorder,1941,0.0,1990s_did,new
dissociative identity disorder,1942,1.742581773322982e-10,1990s_did,new
dissociative identity disorder,1943,1.8055283657059107e-10,1990s_did,new
dissociative identity disorder,1944,0.0,1990s_did,new
dissociative identity disorder,1945,0.0,1990s_did,new
dissociative identity disorder,1946,0.0,1990s_did,new
dissociative identity disorder,1947,9.694345770583368e-09,1990s_did,new
dissociative identity disorder,1948,0.0,1990s_did,new
dissociative identity disorder,1949,0.0,1990s_did,new
dissociative identity disorder,1950,1.1589883219809138e-10,1990s_did,new
dissociative identity disorder,1951,0.0,1990s_did,new
dissociative identity disorder,1952,0.0,1990s_did,new
dissociative identity disorder,1953,0.0,1990s_did,new
dissociative identity disorder,1954,0.0,1990s_did,new
dissociative identity disorder,1955,3.293629258216413e-10,1990s_did,new
dissociative identity disorder,1956,0.0,1990s_did,new
dissociative identity disorder,1957,0.0,1990s_did,new
dissociative identity disorder,1958,0.0,1990s_did,new
dissociative identity disorder,1959,0.0,1990s_did,new
dissociative identity disorder,1960,0.0,1990s_did,new
dissociative identity disorder,1961,8.33126553856367e-11,1990s_did,new
dissociative identity disorder,1962,0.0,1990s_did,new
dissociative identity disorder,1963,0.0,1990s_did,new
dissociative identity disorder,1964,2.363669468485874e-10,1990s_did,new
dissociative identity disorder,1965,0.0,1990s_did,new
dissociative identity disorder,1966,0.0,1990s_did,new
dissociative identity disorder,1967,0.0,1990s_did,new
dissociative identity disorder,1968,2.468222848328594e-10,1990s_did,new
dissociative identity disorder,1969,6.155150000797249e-11,1990s_did,new
dissociative identity disorder,1970,0.0,1990s_did,new
dissociative identity disorder,1971,0.0,1990s_did,new
dissociative identity disorder,1972,1.2567639984251144e-10,1990s_did,new
dissociative identity disorder,1973,2.4554624999950647e-10,1990s_did,new
dissociative identity disorder,1974,1.253126075129174e-10,1990s_did,new
dissociative identity disorder,1975,4.443372447759941e-09,1990s_did,new
dissociative identity disorder,1976,5.200081198974971e-10,1990s_did,new
dissociative identity disorder,1977,0.0,1990s_did,new
dissociative identity disorder,1978,8.514975044504602e-10,1990s_did,new
dissociative identity disorder,1979,0.0,1990s_did,new
dissociative identity disorder,1980,1.1236975239192759e-10,1990s_did,new
dissociative identity disorder,1981,1.7135849683658222e-10,1990s_did,new
dissociative identity disorder,1982,0.0,1990s_did,new
dissociative identity disorder,1983,0.0,1990s_did,new
dissociative identity disorder,1984,0.0,1990s_did,new
dissociative identity disorder,1985,4.66924193753826e-10,1990s_did,new
dissociative identity disorder,1986,3.6272277889604077e-10,1990s_did,new
dissociative identity disorder,1987,1.543624603139726e-10,1990s_did,new
dissociative identity disorder,1988,6.076622989514835e-10,1990s_did,new
dissociative identity disorder,1989,2.6597937047290188e-09,1990s_did,new
dissociative identity disorder,1990,4.681227280811662e-11,1990s_did,new
dissociative identity disorder,1991,1.1159569518470747e-09,1990s_did,new
dissociative identity disorder,1992,1.1175379510675043e-09,1990s_did,new
dissociative identity disorder,1993,3.0291453789743628e-09,1990s_did,new
dissociative identity disorder,1994,4.9433744847560135e-08,1990s_did,new
dissociative identity disorder,1995,7.018940409442287e-08,1990s_did,new
dissociative identity disorder,1996,1.0496839092377641e-07,1990s_did,new
dissociative identity disorder,1997,1.0078550880671111e-07,1990s_did,new
dissociative identity disorder,1998,1.066778693437076e-07,1990s_did,new
dissociative identity disorder,1999,9.440454643017127e-08,1990s_did,new
dissociative identity disorder,2000,1.094475277907403e-07,1990s_did,new
dissociative identity disorder,2001,1.352060039205849e-07,1990s_did,new
dissociative identity disorder,2002,1.1601404006911231e-07,1990s_did,new
dissociative identity disorder,2003,1.2427041012202933e-07,1990s_did,new
dissociative identity disorder,2004,1.114546432090524e-07,1990s_did,new
dissociative identity disorder,2005,1.3543787663605755e-07,1990s_did,new
dissociative identity disorder,2006,1.0691271453561191e-07,1990s_did,new
dissociative identity disorder,2007,1.3614572011433346e-07,1990s_did,new
dissociative identity disorder,2008,1.284083324393226e-07,1990s_did,new
dissociative identity disorder,2009,1.279283411703691e-07,1990s_did,new
dissociative identity disorder,2010,1.524971449812229e-07,1990s_did,new
dissociative identity disorder,2011,1.599652117989514e-07,1990s_did,new
dissociative identity disorder,2012,1.7061442672550164e-07,1990s_did,new
dissociative identity disorder,2013,1.4368756279248274e-07,1990s_did,new
dissociative identity disorder,2014,1.8623904279868597e-07,1990s_did,new
dissociative identity disorder,2015,1.6667296889871785e-07,1990s_did,new
dissociative identity disorder,2016,1.7278987274327307e-07,1990s_did,new
dissociative identity disorder,2017,1.1343881116399057e-07,1990s_did,new
dissociative identity disorder,2018,1.3065652149091278e-07,1990s_did,new
dissociative identity disorder,2019,1.0658826976595037e-07,1990s_did,new
mental retardation,1900,3.6195296315710834e-08,2010s_id,old
mental retardation,1901,2.3982274915956836e-09,2010s_id,old
mental retardation,1902,7.263993850870065e-10,2010s_id,old
mental retardation,1903,5.766825739161874e-09,2010s_id,old
mental retardation,1904,4.215973195553779e-09,2010s_id,old
mental retardation,1905,4.120320362677177e-09,2010s_id,old
mental retardation,1906,7.624988029864e-09,2010s_id,old
mental retardation,1907,1.4224441735599669e-08,2010s_id,old
mental retardation,1908,2.3299062595905085e-08,2010s_id,old
mental retardation,1909,2.2894010007212806e-08,2010s_id,old
mental retardation,1910,3.077449243354957e-08,2010s_id,old
mental retardation,1911,4.3787328651845314e-08,2010s_id,old
mental retardation,1912,1.3241020480059262e-07,2010s_id,old
mental retardation,1913,4.879172388339015e-08,2010s_id,old
mental retardation,1914,8.387044747593109e-08,2010s_id,old
mental retardation,1915,7.627160936163335e-08,2010s_id,old
mental retardation,1916,8.277567986603174e-08,2010s_id,old
mental retardation,1917,1.0391563165512707e-07,2010s_id,old
mental retardation,1918,7.558766381560167e-08,2010s_id,old
mental retardation,1919,6.118195539084326e-08,2010s_id,old
mental retardation,1920,7.311630019490867e-08,2010s_id,old
mental retardation,1921,8.682948438032412e-08,2010s_id,old
mental retardation,1922,7.077210029127201e-08,2010s_id,old
mental retardation,1923,7.616064623405805e-08,2010s_id,old
mental retardation,1924,7.415296113255643e-08,2010s_id,old
mental retardation,1925,1.1955344425551573e-07,2010s_id,old
mental retardation,1926,1.0628225299846861e-07,2010s_id,old
mental retardation,1927,9.367113595892818e-08,2010s_id,old
mental retardation,1928,7.110029676127283e-08,2010s_id,old
mental retardation,1929,8.332473359906611e-08,2010s_id,old
mental retardation,1930,1.4372662238137934e-07,2010s_id,old
mental retardation,1931,8.257709982473216e-08,2010s_id,old
mental retardation,1932,2.5063844066863794e-07,2010s_id,old
mental retardation,1933,1.7523595863266905e-07,2010s_id,old
mental retardation,1934,9.978554295353437e-08,2010s_id,old
mental retardation,1935,1.2737739574220086e-07,2010s_id,old
mental retardation,1936,1.278645448410387e-07,2010s_id,old
mental retardation,1937,1.5610788617337334e-07,2010s_id,old
mental retardation,1938,1.0730355332055908e-07,2010s_id,old
mental retardation,1939,1.5123389797422337e-07,2010s_id,old
mental retardation,1940,1.1190209014966257e-07,2010s_id,old
mental retardation,1941,1.2134887800163696e-07,2010s_id,old
mental retardation,1942,1.5039131695537833e-07,2010s_id,old
mental retardation,1943,1.954973368745172e-07,2010s_id,old
mental retardation,1944,2.3862573206301363e-07,2010s_id,old
mental retardation,1945,1.373512081848105e-07,2010s_id,old
mental retardation,1946,2.8763138670839794e-07,2010s_id,old
mental retardation,1947,2.47153028265501e-07,2010s_id,old
mental retardation,1948,2.587801671283252e-07,2010s_id,old
mental retardation,1949,4.187435092284364e-07,2010s_id,old
mental retardation,1950,3.4215855038155496e-07,2010s_id,old
mental retardation,1951,2.842989754031633e-07,2010s_id,old
mental retardation,1952,3.4871636334088407e-07,2010s_id,old
mental retardation,1953,4.2004091405090094e-07,2010s_id,old
mental retardation,1954,4.429270550332376e-07,2010s_id,old
mental retardation,1955,7.984907393412954e-07,2010s_id,old
mental retardation,1956,1.1012002828353351e-06,2010s_id,old
mental retardation,1957,1.1459142144343293e-06,2010s_id,old
mental retardation,1958,1.3217670249143776e-06,2010s_id,old
mental retardation,1959,1.7837689245681076e-06,2010s_id,old
mental retardation,1960,1.8557634646754195e-06,2010s_id,old
mental retardation,1961,1.659373146598031e-06,2010s_id,old
mental retardation,1962,2.7167026198787747e-06,2010s_id,old
mental retardation,1963,4.681913840620666e-06,2010s_id,old
mental retardation,1964,4.59167806328431e-06,2010s_id,old
mental retardation,1965,5.06931688559753e-06,2010s_id,old
mental retardation,1966,4.609077566941622e-06,2010s_id,old
mental retardation,1967,4.46806329908872e-06,2010s_id,old
mental retardation,1968,3.958826801264692e-06,2010s_id,old
mental retardation,1969,5.0093393835770605e-06,2010s_id,old
mental retardation,1970,5.356531808123344e-06,2010s_id,old
mental retardation,1971,4.8877417077736185e-06,2010s_id,old
mental retardation,1972,4.610092964513202e-06,2010s_id,old
mental retardation,1973,4.892365284142608e-06,2010s_id,old
mental retardation,1974,4.644011132731718e-06,2010s_id,old
mental retardation,1975,4.879416464625974e-06,2010s_id,old
mental retardation,1976,4.9074980734351015e-06,2010s_id,old
mental retardation,1977,5.2244484596078444e-06,2010s_id,old
mental retardation,1978,5.4958679799391175e-06,2010s_id,old
mental retardation,1979,4.4662046605886685e-06,2010s_id,old
mental retardation,1980,4.368519527224446e-06,2010s_id,old
mental retardation,1981,4.392500807699762e-06,2010s_id,old
mental retardation,1982,4.2565341237116305e-06,2010s_id,old
mental retardation,1983,4.159704811927678e-06,2010s_id,old
mental retardation,1984,3.837646705216746e-06,2010s_id,old
mental retardation,1985,4.643574894529906e-06,2010s_id,old
mental retardation,1986,4.378630077125217e-06,2010s_id,old
mental retardation,1987,4.635300013041549e-06,2010s_id,old
mental retardation,1988,4.273163986542178e-06,2010s_id,old
mental retardation,1989,4.812423788233544e-06,2010s_id,old
mental retardation,1990,4.288004931518596e-06,2010s_id,old
mental retardation,1991,4.329054444418556e-06,2010s_id,old
