ngram,year,frequency,shift,side
war neurosis,1913,0.0,1980s_ptsd,old
war neurosis,1914,6.501585103624308e-10,1980s_ptsd,old
war neurosis,1915,2.395464993032448e-09,1980s_ptsd,old
war neurosis,1916,1.2354578887707746e-09,1980s_ptsd,old
war neurosis,1917,1.6330988859836193e-08,1980s_ptsd,old
war neurosis,1918,8.629503023271923e-08,1980s_ptsd,old
war neurosis,1919,1.1425304313750217e-07,1980s_ptsd,old
war neurosis,1920,6.884266889883861e-08,1980s_ptsd,old
war neurosis,1921,5.068240854777528e-08,1980s_ptsd,old
war neurosis,1922,4.280341936446774e-08,1980s_ptsd,old
war neurosis,1923,2.4050728963942447e-08,1980s_ptsd,old
war neurosis,1924,2.2227209295344608e-08,1980s_ptsd,old
war neurosis,1925,2.471306152773689e-08,1980s_ptsd,old
war neurosis,1926,1.550969896957355e-08,1980s_ptsd,old
war neurosis,1927,2.386422270905797e-08,1980s_ptsd,old
war neurosis,1928,1.4831675915205622e-08,1980s_ptsd,old
war neurosis,1929,5.270632341680681e-08,1980s_ptsd,old
war neurosis,1930,7.55660461981833e-09,1980s_ptsd,old
war neurosis,1931,1.2878997757148625e-08,1980s_ptsd,old
war neurosis,1932,1.2775667801445678e-08,1980s_ptsd,old
war neurosis,1933,1.1947906553011478e-08,1980s_ptsd,old
war neurosis,1934,8.722512379044645e-09,1980s_ptsd,old
war neurosis,1935,5.975729466811686e-09,1980s_ptsd,old
war neurosis,1936,1.001348887141873e-08,1980s_ptsd,old
war neurosis,1937,8.365589609926616e-09,1980s_ptsd,old
war neurosis,1938,8.572460075129129e-09,1980s_ptsd,old
war neurosis,1939,1.2115422678982135e-08,1980s_ptsd,old
war neurosis,1940,1.9097956299729546e-08,1980s_ptsd,old
war neurosis,1941,3.8906851684838983e-08,1980s_ptsd,old
war neurosis,1942,6.542353647720489e-08,1980s_ptsd,old
war neurosis,1943,1.2392368420321986e-07,1980s_ptsd,old
war neurosis,1944,1.4831506645052173e-07,1980s_ptsd,old
war neurosis,1945,1.2109466529519608e-07,1980s_ptsd,old
war neurosis,1946,8.211918700595788e-08,1980s_ptsd,old
war neurosis,1947,6.22936838778898e-08,1980s_ptsd,old
war neurosis,1948,5.657693624705473e-08,1980s_ptsd,old
war neurosis,1949,3.535419912381599e-08,1980s_ptsd,old
war neurosis,1950,6.159956000839628e-08,1980s_ptsd,old
war neurosis,1951,3.572223916670225e-08,1980s_ptsd,old
war neurosis,1952,3.972718132239095e-08,1980s_ptsd,old
war neurosis,1953,2.262884689352429e-08,1980s_ptsd,old
war neurosis,1954,2.1149463971803506e-08,1980s_ptsd,old
war neurosis,1955,1.8474883956010046e-08,1980s_ptsd,old
war neurosis,1956,2.7459530843598756e-08,1980s_ptsd,old
war neurosis,1957,1.5749074433468735e-08,1980s_ptsd,old
war neurosis,1958,1.7849981714945784e-08,1980s_ptsd,old
war neurosis,1959,1.8837891246903382e-08,1980s_ptsd,old
war neurosis,1960,1.714135178243481e-08,1980s_ptsd,old
war neurosis,1961,1.4107484624936717e-08,1980s_ptsd,old
war neurosis,1962,1.1511132824715276e-08,1980s_ptsd,old
war neurosis,1963,1.3677849519666552e-08,1980s_ptsd,old
war neurosis,1964,1.5663327301851382e-08,1980s_ptsd,old
war neurosis,1965,1.0462986754777859e-08,1980s_ptsd,old
war neurosis,1966,1.755034742534356e-08,1980s_ptsd,old
war neurosis,1967,1.144643080319696e-08,1980s_ptsd,old
war neurosis,1968,1.2566026608151759e-08,1980s_ptsd,old
war neurosis,1969,1.1016363127280826e-08,1980s_ptsd,old
war neurosis,1970,9.251248350716779e-09,1980s_ptsd,old
war neurosis,1971,1.3633786100086809e-08,1980s_ptsd,old
war neurosis,1972,1.5434778177780828e-08,1980s_ptsd,old
war neurosis,1973,1.0340549638776508e-08,1980s_ptsd,old
war neurosis,1974,9.663341321575203e-09,1980s_ptsd,old
war neurosis,1975,1.0489380919409541e-08,1980s_ptsd,old
war neurosis,1976,6.215225653583012e-09,1980s_ptsd,old
war neurosis,1977,5.210661790933102e-09,1980s_ptsd,old
war neurosis,1978,1.1281270355378847e-08,1980s_ptsd,old
war neurosis,1979,2.0333522865456644e-08,1980s_ptsd,old
war neurosis,1980,1.3149336286488733e-08,1980s_ptsd,old
war neurosis,1981,8.312853433389833e-09,1980s_ptsd,old
war neurosis,1982,1.2121327733205511e-08,1980s_ptsd,old
war neurosis,1983,7.98387794764821e-09,1980s_ptsd,old
war neurosis,1984,1.4072387401198316e-08,1980s_ptsd,old
war neurosis,1985,1.4703601940169175e-08,1980s_ptsd,old
war neurosis,1986,1.089027602818593e-08,1980s_ptsd,old
war neurosis,1987,1.1893165396958949e-08,1980s_ptsd,old
war neurosis,1988,1.165898855237657e-08,1980s_ptsd,old
war neurosis,1989,1.1498011626143168e-08,1980s_ptsd,old
war neurosis,1990,2.8280586678031128e-08,1980s_ptsd,old
war neurosis,1991,9.324288050005514e-09,1980s_ptsd,old
war neurosis,1992,9.74790937899317e-09,1980s_ptsd,old
war neurosis,1993,1.3747648588968708e-08,1980s_ptsd,old
war neurosis,1994,1.7903919402595392e-08,1980s_ptsd,old
war neurosis,1995,1.3269204270083268e-08,1980s_ptsd,old
war neurosis,1996,1.4334834541607222e-08,1980s_ptsd,old
war neurosis,1997,1.9895166847305745e-08,1980s_ptsd,old
war neurosis,1998,1.3117289379693808e-08,1980s_ptsd,old
war neurosis,1999,1.5209705866298107e-08,1980s_ptsd,old
war neurosis,2000,1.7711997091218734e-08,1980s_ptsd,old
war neurosis,2001,2.17933477930643e-08,1980s_ptsd,old
war neurosis,2002,2.5730755914832315e-08,1980s_ptsd,old
war neurosis,2003,2.0387188257031674e-08,1980s_ptsd,old
war neurosis,2004,2.0693052500686537e-08,1980s_ptsd,old
war neurosis,2005,2.1123956049640125e-08,1980s_ptsd,old
war neurosis,2006,1.754651414442865e-08,1980s_ptsd,old
war neurosis,2007,1.6256886538335014e-08,1980s_ptsd,old
war neurosis,2008,1.540715610648391e-08,1980s_ptsd,old
war neurosis,2009,1.763220798534082e-08,1980s_ptsd,old
war neurosis,2010,2.253049848077726e-08,1980s_ptsd,old
war neurosis,2011,2.0744847506470876e-08,1980s_ptsd,old
war neurosis,2012,1.6632251981923973e-08,1980s_ptsd,old
war neurosis,2013,3.001058740403906e-08,1980s_ptsd,old
war neurosis,2014,3.145275871002662e-08,1980s_ptsd,old
war neurosis,2015,2.483229233352091e-08,1980s_ptsd,old
war neurosis,2016,2.590664638368878e-08,1980s_ptsd,old
war neurosis,2017,2.534409928450776e-08,1980s_ptsd,old
war neurosis,2018,2.3685640102022454e-08,1980s_ptsd,old
war neurosis,2019,1.9073020829374343e-08,1980s_ptsd,old
combat fatigue,1900,1.2353343348259216e-10,1980s_ptsd,old
combat fatigue,1901,0.0,1980s_ptsd,old
combat fatigue,1902,2.4213311911047697e-10,1980s_ptsd,old
combat fatigue,1903,3.6042660522817016e-10,1980s_ptsd,old
combat fatigue,1904,0.0,1980s_ptsd,old
combat fatigue,1905,0.0,1980s_ptsd,old
combat fatigue,1906,0.0,1980s_ptsd,old
combat fatigue,1907,0.0,1980s_ptsd,old
combat fatigue,1908,0.0,1980s_ptsd,old
combat fatigue,1909,3.0937849504475423e-10,1980s_ptsd,old
combat fatigue,1910,1.947752653608248e-10,1980s_ptsd,old
combat fatigue,1911,2.7367080823736956e-10,1980s_ptsd,old
combat fatigue,1912,1.8313997540708726e-10,1980s_ptsd,old
combat fatigue,1913,1.2815837280300002e-09,1980s_ptsd,old
combat fatigue,1914,4.086710525541548e-09,1980s_ptsd,old
combat fatigue,1915,1.1498232366236039e-09,1980s_ptsd,old
combat fatigue,1916,8.553169839053965e-10,1980s_ptsd,old
combat fatigue,1917,1.7497486792805717e-09,1980s_ptsd,old
combat fatigue,1918,1.484189771083777e-09,1980s_ptsd,old
combat fatigue,1919,3.0040239740181107e-10,1980s_ptsd,old
combat fatigue,1920,1.3006712373808682e-09,1980s_ptsd,old
combat fatigue,1921,5.737631481039784e-10,1980s_ptsd,old
combat fatigue,1922,1.0393765847993564e-09,1980s_ptsd,old
combat fatigue,1923,6.166853694367092e-10,1980s_ptsd,old
combat fatigue,1924,3.7356653881381874e-10,1980s_ptsd,old
combat fatigue,1925,3.20948850829339e-10,1980s_ptsd,old
combat fatigue,1926,1.4693398719956008e-09,1980s_ptsd,old
combat fatigue,1927,1.948099903614775e-09,1980s_ptsd,old
combat fatigue,1928,4.5871162424049317e-10,1980s_ptsd,old
combat fatigue,1929,1.370973667924602e-09,1980s_ptsd,old
combat fatigue,1930,3.47603817951736e-09,1980s_ptsd,old
combat fatigue,1931,1.3636585610710128e-09,1980s_ptsd,old
combat fatigue,1932,2.1853116538572692e-09,1980s_ptsd,old
combat fatigue,1933,5.792924501202279e-09,1980s_ptsd,old
combat fatigue,1934,2.9656542221978555e-09,1980s_ptsd,old
combat fatigue,1935,2.2015846923295612e-09,1980s_ptsd,old
combat fatigue,1936,5.545932157957623e-09,1980s_ptsd,old
combat fatigue,1937,1.3444698132580868e-09,1980s_ptsd,old
combat fatigue,1938,1.773612368083377e-09,1980s_ptsd,old
combat fatigue,1939,2.785154551432356e-09,1980s_ptsd,old
combat fatigue,1940,2.8348530745070377e-09,1980s_ptsd,old
combat fatigue,1941,5.640770239789816e-09,1980s_ptsd,old
combat fatigue,1942,1.3747224247850909e-08,1980s_ptsd,old
combat fatigue,1943,6.968561860887235e-08,1980s_ptsd,old
combat fatigue,1944,1.2849077624110805e-07,1980s_ptsd,old
combat fatigue,1945,2.126621323483846e-07,1980s_ptsd,old
combat fatigue,1946,1.7380705097380655e-07,1980s_ptsd,old
combat fatigue,1947,2.1594300436689196e-07,1980s_ptsd,old
combat fatigue,1948,7.968230864019432e-08,1980s_ptsd,old
combat fatigue,1949,6.454068768313448e-08,1980s_ptsd,old
combat fatigue,1950,5.168191896665064e-08,1980s_ptsd,old
combat fatigue,1951,5.176311734800265e-08,1980s_ptsd,old
combat fatigue,1952,3.6444878781516366e-08,1980s_ptsd,old
combat fatigue,1953,4.660866803618546e-08,1980s_ptsd,old
combat fatigue,1954,4.042631862599677e-08,1980s_ptsd,old
combat fatigue,1955,3.41315644636353e-08,1980s_ptsd,old
combat fatigue,1956,3.121825015162116e-08,1980s_ptsd,old
combat fatigue,1957,1.9807118278869495e-08,1980s_ptsd,old
combat fatigue,1958,3.0489698446545255e-08,1980s_ptsd,old
combat fatigue,1959,2.7180385941960594e-08,1980s_ptsd,old
combat fatigue,1960,2.995493564306173e-08,1980s_ptsd,old
combat fatigue,1961,2.3459637232825514e-08,1980s_ptsd,old
combat fatigue,1962,2.3699391879516973e-08,1980s_ptsd,old
combat fatigue,1963,2.4183002045319313e-08,1980s_ptsd,old
combat fatigue,1964,2.690494849133529e-08,1980s_ptsd,old
combat fatigue,1965,2.819571065515447e-08,1980s_ptsd,old
combat fatigue,1966,3.5100695017220573e-08,1980s_ptsd,old
combat fatigue,1967,2.6129024832677317e-08,1980s_ptsd,old
combat fatigue,1968,2.7069805730306484e-08,1980s_ptsd,old
combat fatigue,1969,3.140835413972809e-08,1980s_ptsd,old
combat fatigue,1970,3.523723893228414e-08,1980s_ptsd,old
combat fatigue,1971,2.91562341353524e-08,1980s_ptsd,old
combat fatigue,1972,2.4468311154990374e-08,1980s_ptsd,old
combat fatigue,1973,2.453689817993876e-08,1980s_ptsd,old
combat fatigue,1974,1.6284519954723464e-08,1980s_ptsd,old
combat fatigue,1975,1.4893761071665956e-08,1980s_ptsd,old
combat fatigue,1976,1.3090475224630804e-08,1980s_ptsd,old
combat fatigue,1977,1.508920821624571e-08,1980s_ptsd,old
combat fatigue,1978,1.8406284107985726e-08,1980s_ptsd,old
combat fatigue,1979,1.7122966142202323e-08,1980s_ptsd,old
combat fatigue,1980,1.9777456589098463e-08,1980s_ptsd,old
combat fatigue,1981,1.874466959428389e-08,1980s_ptsd,old
combat fatigue,1982,1.8019652374412498e-08,1980s_ptsd,old
combat fatigue,1983,2.0194515011617842e-08,1980s_ptsd,old
combat fatigue,1984,2.174361664331048e-08,1980s_ptsd,old
combat fatigue,1985,2.195672105242963e-08,1980s_ptsd,old
combat fatigue,1986,2.094283781117756e-08,1980s_ptsd,old
combat fatigue,1987,2.5107793844014736e-08,1980s_ptsd,old
combat fatigue,1988,2.4426062561477835e-08,1980s_ptsd,old
combat fatigue,1989,2.009852428930259e-08,1980s_ptsd,old
combat fatigue,1990,2.360426980263508e-08,1980s_ptsd,old
combat fatigue,1991,2.0541128575857215e-08,1980s_ptsd,old
combat fatigue,1992,2.3173439556156694e-08,1980s_ptsd,old
combat fatigue,1993,2.3459697823247083e-08,1980s_ptsd,old
combat fatigue,1994,2.40324020128746e-08,1980s_ptsd,old
combat fatigue,1995,2.992989711625427e-08,1980s_ptsd,old
combat fatigue,1996,2.2789811589957187e-08,1980s_ptsd,old
combat fatigue,1997,2.2452496528657662e-08,1980s_ptsd,old
combat fatigue,1998,2.5808694022189105e-08,1980s_ptsd,old
combat fatigue,1999,2.987320696368201e-08,1980s_ptsd,old
combat fatigue,2000,3.3315423447755066e-08,1980s_ptsd,old
combat fatigue,2001,3.188143501975382e-08,1980s_ptsd,old
combat fatigue,2002,3.335602194454168e-08,1980s_ptsd,old
combat fatigue,2003,2.869436156738292e-08,1980s_ptsd,old
combat fatigue,2004,3.455604548341373e-08,1980s_ptsd,old
combat fatigue,2005,4.031453201824853e-08,1980s_ptsd,old
combat fatigue,2006,2.9416215158173387e-08,1980s_ptsd,old
combat fatigue,2007,2.8777717282074677e-08,1980s_ptsd,old
combat fatigue,2008,2.9588367228550183e-08,1980s_ptsd,old
combat fatigue,2009,3.0256045280285804e-08,1980s_ptsd,old
combat fatigue,2010,3.257981485982331e-08,1980s_ptsd,old
combat fatigue,2011,3.335377124491501e-08,1980s_ptsd,old
combat fatigue,2012,3.254616609549288e-08,1980s_ptsd,old
combat fatigue,2013,3.009243415563745e-08,1980s_ptsd,old
combat fatigue,2014,3.500238420287016e-08,1980s_ptsd,old
combat fatigue,2015,3.453074064185824e-08,1980s_ptsd,old
combat fatigue,2016,3.125189684816121e-08,1980s_ptsd,old
combat fatigue,2017,2.869795835344635e-08,1980s_ptsd,old
combat fatigue,2018,2.9182154692719564e-08,1980s_ptsd,old
combat fatigue,2019,2.17798900026267e-08,1980s_ptsd,old
PTSD,1900,1.1703355784487002e-09,1980s_ptsd,new
PTSD,1901,1.262671772694901e-10,1980s_ptsd,new
PTSD,1902,0.0,1980s_ptsd,new
PTSD,1903,1.2649423175581376e-10,1980s_ptsd,new
PTSD,1904,0.0,1980s_ptsd,new
PTSD,1905,0.0,1980s_ptsd,new
PTSD,1906,5.578700834618644e-10,1980s_ptsd,new
PTSD,1907,3.3292853890420915e-10,1980s_ptsd,new
PTSD,1908,1.0672803613109849e-10,1980s_ptsd,new
PTSD,1909,1.0860490284869684e-10,1980s_ptsd,new
PTSD,1910,1.0255121751789886e-10,1980s_ptsd,new
PTSD,1911,0.0,1980s_ptsd,new
PTSD,1912,5.788024018404947e-10,1980s_ptsd,new
PTSD,1913,0.0,1980s_ptsd,new
PTSD,1914,9.784552335023733e-11,1980s_ptsd,new
PTSD,1915,0.0,1980s_ptsd,new
PTSD,1916,5.004271441677588e-10,1980s_ptsd,new
PTSD,1917,1.0231542696415019e-10,1980s_ptsd,new
PTSD,1918,1.1157105794801225e-10,1980s_ptsd,new
PTSD,1919,4.846699930283194e-09,1980s_ptsd,new
PTSD,1920,2.9328042078224925e-10,1980s_ptsd,new
PTSD,1921,6.794662965603493e-08,1980s_ptsd,new
PTSD,1922,0.0,1980s_ptsd,new
PTSD,1923,0.0,1980s_ptsd,new
PTSD,1924,0.0,1980s_ptsd,new
PTSD,1925,2.3668269566456956e-09,1980s_ptsd,new
PTSD,1926,0.0,1980s_ptsd,new
PTSD,1927,8.54753559598187e-10,1980s_ptsd,new
PTSD,1928,8.051811301035272e-10,1980s_ptsd,new
PTSD,1929,1.60460741915891e-10,1980s_ptsd,new
PTSD,1930,3.1833730096408885e-10,1980s_ptsd,new
PTSD,1931,0.0,1980s_ptsd,new
PTSD,1932,5.310017425763647e-10,1980s_ptsd,new
PTSD,1933,0.0,1980s_ptsd,new
PTSD,1934,2.9380970156811514e-09,1980s_ptsd,new
PTSD,1935,1.1585190584639804e-09,1980s_ptsd,new
PTSD,1936,5.513783873922762e-09,1980s_ptsd,new
PTSD,1937,0.0,1980s_ptsd,new
PTSD,1938,1.4000069853414843e-09,1980s_ptsd,new
PTSD,1939,0.0,1980s_ptsd,new
PTSD,1940,1.429582000000984e-08,1980s_ptsd,new
PTSD,1941,2.1317205778359494e-09,1980s_ptsd,new
PTSD,1942,6.970327093291928e-10,1980s_ptsd,new
PTSD,1943,1.9860812994210164e-09,1980s_ptsd,new
PTSD,1944,1.930499926583451e-10,1980s_ptsd,new
PTSD,1945,3.4871264209535013e-10,1980s_ptsd,new
PTSD,1946,6.006931063673449e-10,1980s_ptsd,new
PTSD,1947,6.613402803168356e-08,1980s_ptsd,new
PTSD,1948,6.8320691326562155e-09,1980s_ptsd,new
PTSD,1949,2.1661467786149302e-08,1980s_ptsd,new
PTSD,1950,6.351256097436586e-08,1980s_ptsd,new
PTSD,1951,8.378999993841063e-10,1980s_ptsd,new
PTSD,1952,3.0951216312136154e-09,1980s_ptsd,new
PTSD,1953,1.1725543203056077e-08,1980s_ptsd,new
PTSD,1954,2.548561139903427e-09,1980s_ptsd,new
PTSD,1955,4.39150570075153e-10,1980s_ptsd,new
PTSD,1956,9.884219068223565e-10,1980s_ptsd,new
PTSD,1957,1.72739866854954e-08,1980s_ptsd,new
PTSD,1958,0.0,1980s_ptsd,new
PTSD,1959,2.8282812203350716e-10,1980s_ptsd,new
PTSD,1960,1.9625336911133218e-09,1980s_ptsd,new
PTSD,1961,3.332506215425468e-10,1980s_ptsd,new
PTSD,1962,2.6879575579230597e-09,1980s_ptsd,new
PTSD,1963,1.482300532318348e-09,1980s_ptsd,new
PTSD,1964,2.99398128511541e-09,1980s_ptsd,new
PTSD,1965,4.427561955955284e-09,1980s_ptsd,new
PTSD,1966,1.781703851122529e-08,1980s_ptsd,new
PTSD,1967,6.924848472422696e-10,1980s_ptsd,new
PTSD,1968,1.3575225943363023e-09,1980s_ptsd,new
PTSD,1969,1.3541330279309705e-09,1980s_ptsd,new
PTSD,1970,7.243792232713986e-09,1980s_ptsd,new
PTSD,1971,2.6658188989614473e-09,1980s_ptsd,new
PTSD,1972,2.639204410570528e-09,1980s_ptsd,new
PTSD,1973,6.62974852794207e-09,1980s_ptsd,new
PTSD,1974,9.335789433184694e-09,1980s_ptsd,new
PTSD,1975,8.03459127007855e-09,1980s_ptsd,new
PTSD,1976,2.9351567405744294e-08,1980s_ptsd,new
PTSD,1977,2.2242683875295377e-09,1980s_ptsd,new
PTSD,1978,1.78246816404104e-08,1980s_ptsd,new
PTSD,1979,1.1194748700954493e-08,1980s_ptsd,new
PTSD,1980,1.6911647027217924e-08,1980s_ptsd,new
PTSD,1981,9.139119860196443e-09,1980s_ptsd,new
PTSD,1982,3.9143007252162576e-08,1980s_ptsd,new
PTSD,1983,1.3813192367706506e-07,1980s_ptsd,new
PTSD,1984,3.4891832421252156e-07,1980s_ptsd,new
PTSD,1985,4.6977761170713395e-07,1980s_ptsd,new
PTSD,1986,3.47229327686549e-07,1980s_ptsd,new
PTSD,1987,2.427606969682139e-07,1980s_ptsd,new
PTSD,1988,9.251658401147889e-07,1980s_ptsd,new
PTSD,1989,6.413488224665809e-07,1980s_ptsd,new
PTSD,1990,1.0343172019179614e-06,1980s_ptsd,new
PTSD,1991,7.690399046744734e-07,1980s_ptsd,new
PTSD,1992,1.011884063858992e-06,1980s_ptsd,new
PTSD,1993,1.1039137591678516e-06,1980s_ptsd,new
PTSD,1994,1.2311991217303642e-06,1980s_ptsd,new
PTSD,1995,1.1484161674749083e-06,1980s_ptsd,new
PTSD,1996,1.3591332205520334e-06,1980s_ptsd,new
PTSD,1997,1.7050231481581524e-06,1980s_ptsd,new
PTSD,1998,1.9212300221595202e-06,1980s_ptsd,new
PTSD,1999,1.6905472225159368e-06,1980s_ptsd,new
PTSD,2000,1.519983811433534e-06,1980s_ptsd,new
PTSD,2001,1.910073021957337e-06,1980s_ptsd,new
PTSD,2002,2.0427734181982515e-06,1980s_ptsd,new
PTSD,2003,1.8510439001757917e-06,1980s_ptsd,new
PTSD,2004,2.5129472333088043e-06,1980s_ptsd,new
PTSD,2005,2.6671189792201733e-06,1980s_ptsd,new
PTSD,2006,3.119063836414665e-06,1980s_ptsd,new
PTSD,2007,3.7249667322707125e-06,1980s_ptsd,new
PTSD,2008,3.880769714185994e-06,1980s_ptsd,new
PTSD,2009,3.6927016142523916e-06,1980s_ptsd,new
PTSD,2010,3.4781672595129987e-06,1980s_ptsd,new
PTSD,2011,3.967166838814151e-06,1980s_ptsd,new
PTSD,2012,5.047631610577419e-06,1980s_ptsd,new
PTSD,2013,3.7737902163215153e-06,1980s_ptsd,new
PTSD,2014,4.650516701953933e-06,1980s_ptsd,new
PTSD,2015,4.942251750683635e-06,1980s_ptsd,new
PTSD,2016,4.863811999877843e-06,1980s_ptsd,new
PTSD,2017,4.4300782968687e-06,1980s_ptsd,new
PTSD,2018,4.860597233438679e-06,1980s_ptsd,new
PTSD,2019,4.540756606274954e-06,1980s_ptsd,new
posttraumatic stress disorder,1900,0.0,1980s_ptsd,new
posttraumatic stress disorder,1901,0.0,1980s_ptsd,new
posttraumatic stress disorder,1902,0.0,1980s_ptsd,new
posttraumatic stress disorder,1903,0.0,1980s_ptsd,new
posttraumatic stress disorder,1904,0.0,1980s_ptsd,new
posttraumatic stress disorder,1905,0.0,1980s_ptsd,new
posttraumatic stress disorder,1906,2.2314802783363064e-10,1980s_ptsd,new
posttraumatic stress disorder,1907,0.0,1980s_ptsd,new
posttraumatic stress disorder,1908,0.0,1980s_ptsd,new
posttraumatic stress disorder,1909,0.0,1980s_ptsd,new
posttraumatic stress disorder,1910,0.0,1980s_ptsd,new
posttraumatic stress disorder,1911,0.0,1980s_ptsd,new
posttraumatic stress disorder,1912,1.9293412700793766e-10,1980s_ptsd,new
posttraumatic stress disorder,1913,0.0,1980s_ptsd,new
posttraumatic stress disorder,1914,0.0,1980s_ptsd,new
posttraumatic stress disorder,1915,0.0,1980s_ptsd,new
posttraumatic stress disorder,1916,2.001708659937762e-10,1980s_ptsd,new
posttraumatic stress disorder,1917,0.0,1980s_ptsd,new
posttraumatic stress disorder,1918,0.0,1980s_ptsd,new
posttraumatic stress disorder,1919,2.31798688576923e-09,1980s_ptsd,new
posttraumatic stress disorder,1920,9.776014026074975e-11,1980s_ptsd,new
posttraumatic stress disorder,1921,2.5366741818189098e-08,1980s_ptsd,new
posttraumatic stress disorder,1922,0.0,1980s_ptsd,new
posttraumatic stress disorder,1923,0.0,1980s_ptsd,new
posttraumatic stress disorder,1924,0.0,1980s_ptsd,new
posttraumatic stress disorder,1925,3.3811814459383527e-10,1980s_ptsd,new
posttraumatic stress disorder,1926,0.0,1980s_ptsd,new
posttraumatic stress disorder,1927,5.128521496367e-10,1980s_ptsd,new
posttraumatic stress disorder,1928,0.0,1980s_ptsd,new
posttraumatic stress disorder,1929,0.0,1980s_ptsd,new
posttraumatic stress disorder,1930,0.0,1980s_ptsd,new
posttraumatic stress disorder,1931,0.0,1980s_ptsd,new
posttraumatic stress disorder,1932,5.310017425763647e-10,1980s_ptsd,new
posttraumatic stress disorder,1933,1.905917507150079e-10,1980s_ptsd,new
posttraumatic stress disorder,1934,1.836310686842424e-10,1980s_ptsd,new
posttraumatic stress disorder,1935,1.1585190584639804e-09,1980s_ptsd,new
posttraumatic stress disorder,1936,1.946041328082515e-09,1980s_ptsd,new
posttraumatic stress disorder,1937,1.572751234801828e-10,1980s_ptsd,new
posttraumatic stress disorder,1938,9.333379624720806e-10,1980s_ptsd,new
posttraumatic stress disorder,1939,1.4656202640406235e-10,1980s_ptsd,new
posttraumatic stress disorder,1940,5.1841985426737125e-09,1980s_ptsd,new
posttraumatic stress disorder,1941,3.0453151111942134e-10,1980s_ptsd,new
posttraumatic stress disorder,1942,1.9168399367774924e-09,1980s_ptsd,new
posttraumatic stress disorder,1943,5.236032427080595e-09,1980s_ptsd,new
posttraumatic stress disorder,1944,1.930499926583451e-10,1980s_ptsd,new
posttraumatic stress disorder,1945,0.0,1980s_ptsd,new
posttraumatic stress disorder,1946,0.0,1980s_ptsd,new
posttraumatic stress disorder,1947,3.280141615269461e-08,1980s_ptsd,new
posttraumatic stress disorder,1948,3.94157810557072e-09,1980s_ptsd,new
posttraumatic stress disorder,1949,1.6796325608137153e-08,1980s_ptsd,new
posttraumatic stress disorder,1950,4.1839478714944534e-08,1980s_ptsd,new
posttraumatic stress disorder,1951,7.182000272276667e-10,1980s_ptsd,new
posttraumatic stress disorder,1952,8.3330195521647e-10,1980s_ptsd,new
posttraumatic stress disorder,1953,4.263833827677921e-09,1980s_ptsd,new
posttraumatic stress disorder,1954,4.6337475523294813e-10,1980s_ptsd,new
posttraumatic stress disorder,1955,6.587258724599643e-10,1980s_ptsd,new
posttraumatic stress disorder,1956,0.0,1980s_ptsd,new
posttraumatic stress disorder,1957,4.6741378267878275e-09,1980s_ptsd,new
posttraumatic stress disorder,1958,1.217517198170981e-09,1980s_ptsd,new
posttraumatic stress disorder,1959,1.1313125020118164e-09,1980s_ptsd,new
posttraumatic stress disorder,1960,8.028546993887886e-10,1980s_ptsd,new
posttraumatic stress disorder,1961,1.666253107712734e-10,1980s_ptsd,new
posttraumatic stress disorder,1962,4.743454379285694e-10,1980s_ptsd,new
posttraumatic stress disorder,1963,5.929202129273392e-10,1980s_ptsd,new
posttraumatic stress disorder,1964,1.9697245640104555e-09,1980s_ptsd,new
posttraumatic stress disorder,1965,1.999544169128953e-09,1980s_ptsd,new
posttraumatic stress disorder,1966,4.3676006492021635e-09,1980s_ptsd,new
posttraumatic stress disorder,1967,1.3220165517857652e-09,1980s_ptsd,new
posttraumatic stress disorder,1968,2.036283863748878e-09,1980s_ptsd,new
posttraumatic stress disorder,1969,4.924119861859921e-10,1980s_ptsd,new
posttraumatic stress disorder,1970,6.191275270239771e-10,1980s_ptsd,new
posttraumatic stress disorder,1971,3.0997894528983494e-10,1980s_ptsd,new
posttraumatic stress disorder,1972,1.3196021705907945e-09,1980s_ptsd,new
posttraumatic stress disorder,1973,2.6396221874946946e-09,1980s_ptsd,new
posttraumatic stress disorder,1974,4.573910174221485e-09,1980s_ptsd,new
posttraumatic stress disorder,1975,1.217362288752355e-08,1980s_ptsd,new
posttraumatic stress disorder,1976,6.066761010226074e-09,1980s_ptsd,new
posttraumatic stress disorder,1977,1.5969105551794094e-09,1980s_ptsd,new
posttraumatic stress disorder,1978,7.77701056331459e-09,1980s_ptsd,new
posttraumatic stress disorder,1979,3.319046145561222e-09,1980s_ptsd,new
posttraumatic stress disorder,1980,1.0956051191279848e-08,1980s_ptsd,new
posttraumatic stress disorder,1981,2.3818831761113213e-08,1980s_ptsd,new
posttraumatic stress disorder,1982,2.3838547191790127e-08,1980s_ptsd,new
posttraumatic stress disorder,1983,4.273421819189771e-08,1980s_ptsd,new
posttraumatic stress disorder,1984,9.447979860965905e-08,1980s_ptsd,new
posttraumatic stress disorder,1985,1.139295011665098e-07,1980s_ptsd,new
posttraumatic stress disorder,1986,9.368611173649066e-08,1980s_ptsd,new
posttraumatic stress disorder,1987,1.0980316207664931e-07,1980s_ptsd,new
posttraumatic stress disorder,1988,1.4867470927298898e-07,1980s_ptsd,new
posttraumatic stress disorder,1989,1.5054432259131723e-07,1980s_ptsd,new
posttraumatic stress disorder,1990,1.664644385807046e-07,1980s_ptsd,new
